,FILE NO,DIVISION,MODE OF TRANSPORTATION,BUSINESS LINE,SALESMAN CODE,SALESMAN NAME,REPORT DATE,CUSTOMER CODE,CUSTOMER NAME,PORT OF LOAD NAME,PORT OF LOAD COUNTRY,PORT OF DCHG NAME,PORT OF DCHG COUNTRY,GROSS WEIGHT,REVENUE,PROFIT,TOTAL BILLED TO ACCOUNT,STATUS,CONTROLLER,INV DATE,DATE INVOICED,LAST EVENT NAME
86,1115613-01,10,,15.0,5.0,JOE WYSON/HOUSE, 3/27/2021,FHBER01,F.H BERTLING AB,NEW YORK,US,GOTHENBURG,SE,274.426,"1,068.95",168.74,"1,068.95",ARRIVED DESTINATION PORT,MARIA RODRIGUEZ, 3/27/2021, 3/27/2021,Delivered Date
87,1115614-01,10,,15.0,5.0,JOE WYSON/HOUSE, 3/29/2021,COLCHA01,COLD CHAIN TECHNOLOGIES LLC,CHARLESTON,US,COLON,PA,14864.374,"3,370.00",676.06,"3,370.00",ARRIVED DESTINATION PORT,MARIA RODRIGUEZ, 3/29/2021, 5/19/2021,Delivered Date
88,1115614-02,10,,15.0,5.0,JOE WYSON/HOUSE, 3/29/2021,COLCHA01,COLD CHAIN TECHNOLOGIES LLC,CHARLESTON,US,COLON,PA,16869.272,"3,375.00",888.94,"3,375.00",ARRIVED DESTINATION PORT,MARIA RODRIGUEZ, 3/29/2021, 5/19/2021,Delivered Date
89,1115615-01,10,,15.0,36.0,VALERIE KOEN, 3/23/2021,F.WWEB,F.W. WEBB COMPANY,NEW JERSEY,US,LIVERPOOL,GB,122.471,"1,203.73",515,"1,213.73",DELIVERED,MARIA RODRIGUEZ, 3/23/2021, 3/23/2021,Profit/Loss Report
90,1115616-01,10,,15.0,5.0,JOE WYSON/HOUSE, 4/03/2021,DESMET01,DESKTOP METAL INC,NEW JERSEY,US,BANGKOK,TH,443.618,"2,141.67",536.68,"2,141.67",DELIVERED,MARIA RODRIGUEZ, 4/03/2021, 4/03/2021,Delivered Date
91,1115617-01,10,,15.0,5.0,JOE WYSON/HOUSE, 3/29/2021,ELEFOR01,"ELECTRONICS FOR IMAGING, INC.",NORFOLK,US,DURBAN,ZA,569.78,"1,147.16",394.24,"1,147.16",DELIVERED,MARIA RODRIGUEZ, 3/27/2021, 5/18/2021,Profit/Loss Report
92,1115618-01,10,,15.0,5.0,JOE WYSON/HOUSE, 4/04/2021,DESMET01,DESKTOP METAL INC,MONTREAL,CA,ANTWERP,BE,2640.0,"4,353.00",860.46,"4,378.00",DELIVERED,MARIA RODRIGUEZ, 4/04/2021, 5/07/2021,Profit/Loss Report
93,1115619-01,10,,15.0,9999.0,AGENTS, 3/24/2021,SENINT21,SENATOR INTERNATIONAL LOGISTICA,NEW YORK,US,SANTOS,BR,73.0,855,663.45,855,ARRIVED DESTINATION PORT,PHYLLIS POMER, 3/24/2021, 3/24/2021,Delivered Date
94,1115620-01,10,,15.0,5.0,JOE WYSON/HOUSE, 4/09/2021,DARGLO16,DART GLOBAL LOGISTICS PVT LTD,NEW JERSEY,US,COLOMBO,LK,498.957,520.9,218.79,520.9,ARRIVED DESTINATION PORT,MARIA RODRIGUEZ, 4/08/2021, 4/09/2021,Delivered Date
95,1115621-01,10,,15.0,22.0,MOLIVEIRA, 3/31/2021,NEWENG23,NEW ENGLAND BIOLABS INC,NEW JERSEY,US,FELIXSTOWE,GB,249.478,"2,794.41",954.77,"2,794.41",ARRIVED DESTINATION PORT,MARIA RODRIGUEZ, 3/29/2021, 4/02/2021,Vessel Unloaded
96,1115622-01,10,,15.0,5.0,JOE WYSON/HOUSE, 3/17/2021,FLEGLE01,FLEXCON GLENROTHES FINISHING,PORTLAND,US,IMMINGHAM,GB,10972.0,"4,471.00","1,091.00","4,571.00",ARRIVED DESTINATION PORT,MARIA RODRIGUEZ, 3/17/2021, 3/17/2021,Delivered Date
97,1115623-01,10,,15.0,5.0,JOE WYSON/HOUSE, 3/17/2021,FLEGLE01,FLEXCON GLENROTHES FINISHING,PORTLAND,US,IMMINGHAM,GB,10272.0,"4,087.50",907.5,"4,187.50",ARRIVED DESTINATION PORT,MARIA RODRIGUEZ, 3/17/2021, 3/17/2021,Profit/Loss Report
98,1115624-01,10,,15.0,5.0,JOE WYSON/HOUSE, 4/20/2021,ELEFOR01,"ELECTRONICS FOR IMAGING, INC.",NEW JERSEY,US,CAPE TOWN,ZA,116.574,976.44,356,976.44,DELIVERED,PHYLLIS POMER, 4/18/2021, 4/18/2021,Delivered Date
99,1115625-01,10,,15.0,5.0,JOE WYSON/HOUSE, 4/18/2021,ELEFOR01,"ELECTRONICS FOR IMAGING, INC.",NORFOLK,US,JOHANNESBURG,ZA,445.885,"1,119.33",267.31,"1,119.33",DELIVERED,PHYLLIS POMER, 4/18/2021, 6/14/2021,Profit/Loss Report
100,1115626-01,10,,15.0,5.0,JOE WYSON/HOUSE, 4/18/2021,COLCHA01,COLD CHAIN TECHNOLOGIES LLC,CHARLESTON,US,COLON,PA,14826.272,"3,160.00",636,"3,160.00",ARRIVED DESTINATION PORT,PHYLLIS POMER, 5/19/2021, 5/19/2021,Vessel Unloaded
101,1115627-01,10,,15.0,36.0,VALERIE KOEN, 4/07/2021,STRCHE,STREM CHEMICALS INC.,NEW JERSEY,US,KEELUNG,TW,907.0,"1,728.79","1,037.07","1,753.79",ARRIVED DESTINATION PORT,PHYLLIS POMER, 4/07/2021, 4/07/2021,Profit/Loss Report
102,1115628-01,10,,15.0,5.0,JOE WYSON/HOUSE, 3/25/2021,FLEGLE01,FLEXCON GLENROTHES FINISHING,PORTLAND,US,IMMINGHAM,GB,11410.0,"4,087.50",957.5,"4,187.50",DELIVERED,MARIA RODRIGUEZ, 3/25/2021, 3/25/2021,Profit/Loss Report
103,1115629-01,10,,15.0,5.0,JOE WYSON/HOUSE, 4/09/2021,DARGLO16,DART GLOBAL LOGISTICS PVT LTD,NEW JERSEY,US,COLOMBO,LK,688.56,765.06,273.5,765.06,ARRIVED DESTINATION PORT,PHYLLIS POMER, 4/08/2021, 4/09/2021,Delivered Date
104,1115629-02,10,,15.0,5.0,JOE WYSON/HOUSE, 4/09/2021,DARGLO16,DART GLOBAL LOGISTICS PVT LTD,NEW JERSEY,US,COLOMBO,LK,88.451,389.59,354.27,389.59,ARRIVED DESTINATION PORT,PHYLLIS POMER, 4/08/2021, 4/09/2021,Delivered Date
105,1115630-01,10,,15.0,5.0,JOE WYSON/HOUSE, 3/25/2021,FLEGLE01,FLEXCON GLENROTHES FINISHING,PORTLAND,US,IMMINGHAM,GB,11490.0,"4,471.00","1,091.00","4,571.00",ARRIVED DESTINATION PORT,MARIA RODRIGUEZ, 3/25/2021, 3/25/2021,Profit/Loss Report
106,1115631-01,10,,15.0,282.0,JOLSON - PW REASSIGNED, 5/06/2021,SILMAC,SILVERSON MACHINES INC,NEW JERSEY,US,LONDON,GB,310.714,739.92,433.5,752.52,ARRIVED DESTINATION PORT,PHYLLIS POMER, 4/26/2021, 4/26/2021,Delivered Date
107,1115632-01,10,,15.0,9999.0,AGENTS, 4/01/2021,SENINT21,SENATOR INTERNATIONAL LOGISTICA,NEW JERSEY,US,SANTOS,BR,50.0,805,613.5,805,ARRIVED DESTINATION PORT,MARIA RODRIGUEZ, 3/30/2021, 4/01/2021,Delivered Date
108,1115633-01,10,,15.0,5.0,JOE WYSON/HOUSE, 4/23/2021,ELEFOR01,"ELECTRONICS FOR IMAGING, INC.",NEW YORK,US,FELIXSTOWE,GB,2726.572,"3,925.00","1,115.54","3,925.00",ARRIVED DESTINATION PORT,MARIA RODRIGUEZ, 4/14/2021, 4/14/2021,Vessel Unloaded
109,1115634-01,10,,15.0,5.0,JOE WYSON/HOUSE, 5/18/2021,ELEFOR01,"ELECTRONICS FOR IMAGING, INC.",NORFOLK,US,ROTTERDAM,NL,2680.305,"2,523.43",347.3,"2,538.43",DELIVERED,MARIA RODRIGUEZ, 5/18/2021, 5/18/2021,Delivered Date
110,1115635-01,10,,15.0,,, 4/13/2021,FHBER01,F.H BERTLING AB,NEW YORK,US,GOTHENBURG,SE,169.645,872.95,605.07,872.95,ARRIVED DESTINATION PORT,MARIA RODRIGUEZ, 4/13/2021, 4/13/2021,Delivered Date
111,1115636-01,10,,15.0,36.0,VALERIE KOEN, 4/09/2021,INKNOW01,INKCUPS NOW CORPORATION,NEW JERSEY,US,COLOMBO,LK,131.5,"1,516.00",431.52,"1,516.00",ARRIVED DESTINATION PORT,MARIA RODRIGUEZ, 4/08/2021, 4/09/2021,Delivered Date
112,1115637-01,10,,15.0,5.0,JOE WYSON/HOUSE, 4/09/2021,DARGLO16,DART GLOBAL LOGISTICS PVT LTD,NEW JERSEY,US,COLOMBO,LK,171.91,406.33,222.13,406.33,ARRIVED DESTINATION PORT,MARIA RODRIGUEZ, 4/08/2021, 4/09/2021,Delivered Date
113,1115638-01,10,,15.0,28.0,JODI O, 4/06/2021,GEMGRA,GEM GRAVURE CO INC,NEW JERSEY,US,HAMBURG,DE,704.89,910.08,378.86,910.08,ARRIVED DESTINATION PORT,MARIA RODRIGUEZ, 4/06/2021, 4/06/2021,Delivered Date
114,1115639-01,10,,15.0,5.0,JOE WYSON/HOUSE, 4/06/2021,FLEGLE01,FLEXCON GLENROTHES FINISHING,PORTLAND,US,IMMINGHAM,GB,11956.0,"4,471.00","1,341.01","4,571.00",DELIVERED,MARIA RODRIGUEZ, 4/06/2021, 4/06/2021,Profit/Loss Report
115,1115640-01,10,,15.0,5.0,JOE WYSON/HOUSE, 4/09/2021,DARGLO16,DART GLOBAL LOGISTICS PVT LTD,NEW JERSEY,US,COLOMBO,LK,170.0,658.37,366.68,658.37,ARRIVED DESTINATION PORT,MARIA RODRIGUEZ, 4/08/2021, 4/09/2021,Delivered Date
116,1115640-02,10,,15.0,5.0,JOE WYSON/HOUSE, 4/09/2021,DARGLO16,DART GLOBAL LOGISTICS PVT LTD,NEW JERSEY,US,COLOMBO,LK,20.0,682.37,631.97,682.37,ARRIVED DESTINATION PORT,MARIA RODRIGUEZ, 4/08/2021, 4/09/2021,Delivered Date
117,1115641-01,10,,15.0,5.0,JOE WYSON/HOUSE, 4/25/2021,FLEASI01,FLEXCON ASIA LIMTED,"BOSTON, MA",US,HONG KONG,HK,11315.0,"2,560.00",793.08,"2,585.00",ARRIVED DESTINATION PORT,MARIA RODRIGUEZ, 4/19/2021, 4/25/2021,Delivered Date
118,1115642-01,10,,15.0,5.0,JOE WYSON/HOUSE, 4/05/2021,RAMCAS01,RAMINATRANS CASTELLON,NEW JERSEY,US,VALENCIA,ES,2201.76,"1,057.12",268.57,"1,057.12",ARRIVED DESTINATION PORT,PHYLLIS POMER, 4/05/2021, 4/05/2021,Pre-Alert
119,1115643-01,10,,15.0,36.0,VALERIE KOEN, 5/03/2021,INKNOW01,INKCUPS NOW CORPORATION,NEW YORK,US,HONG KONG,HK,797.877,"1,546.92",431.75,"1,571.92",DELIVERED,PHYLLIS POMER, 5/02/2021, 5/02/2021,Delivered Date
120,1115644-01,10,,15.0,5.0,JOE WYSON/HOUSE, 4/01/2021,FLEGLE01,FLEXCON GLENROTHES FINISHING,PORTLAND,US,IMMINGHAM,GB,11343.554,"4,087.50",957.5,"4,187.50",ARRIVED DESTINATION PORT,MARIA RODRIGUEZ, 4/01/2021, 4/01/2021,Delivered Date
121,1115645-01,10,,15.0,36.0,VALERIE KOEN, 4/12/2021,INKNOW01,INKCUPS NOW CORPORATION,NEW JERSEY,US,HAMBURG,DE,2669.872,"5,147.17",824.87,"5,147.17",DELIVERED,PHYLLIS POMER, 4/12/2021, 4/12/2021,Delivered Date
122,1115646-01,10,,15.0,5.0,JOE WYSON/HOUSE, 4/12/2021,RAMCAS01,RAMINATRANS CASTELLON,NEW JERSEY,US,VALENCIA,ES,153.316,518.48,249.1,518.48,ARRIVED DESTINATION PORT,PHYLLIS POMER, 4/12/2021, 4/12/2021,Delivered Date
123,1115647-01,10,,15.0,5.0,JOE WYSON/HOUSE, 4/18/2021,DARGLO16,DART GLOBAL LOGISTICS PVT LTD,NEW JERSEY,US,COLOMBO,LK,188.696,397.8,213.06,397.8,ARRIVED DESTINATION PORT,PHYLLIS POMER, 4/18/2021, 4/18/2021,Delivered Date
124,1115648-01,10,,15.0,5.0,JOE WYSON/HOUSE, 4/14/2021,FLEGLE01,FLEXCON GLENROTHES FINISHING,PORTLAND,US,IMMINGHAM,GB,12112.854,"4,087.50",957.5,"4,187.50",DELIVERED,MARIA RODRIGUEZ, 4/14/2021, 4/14/2021,Profit/Loss Report
125,1115649-01,10,,15.0,5.0,JOE WYSON/HOUSE, 5/02/2021,FLECON01,FLEXCON CONVERTING INC.,NEW YORK,US,SINGAPORE,SG,13220.0,"3,008.50","1,134.33","3,008.50",ARRIVED DESTINATION PORT,MARIA RODRIGUEZ, 4/30/2021, 5/02/2021,Vessel Unloaded
126,1115650-01,10,,15.0,9999.0,AGENTS, 4/14/2021,SENINT21,SENATOR INTERNATIONAL LOGISTICA,NEW YORK,US,SANTOS,BR,136.079,818.3,614.26,818.3,ARRIVED DESTINATION PORT,PHYLLIS POMER, 4/13/2021, 4/14/2021,Delivered Date
127,1115651-01,10,,15.0,28.0,JODI O, 4/15/2021,TORPLA01,"TORAY PLASTICS (AMERICA), INC",NEW YORK,US,CARTAGENA,CO,17809.125,"4,989.91",700.86,"4,989.91",DELIVERED,PHYLLIS POMER, 4/15/2021, 6/10/2021,Profit/Loss Report
128,1115652-01,10,,15.0,5.0,JOE WYSON/HOUSE, 4/28/2021,ELEFOR01,"ELECTRONICS FOR IMAGING, INC.",PHILADELPHIA,US,MELBOURNE,AU,4339.0,"15,270.68","1,952.90","15,270.68",DELIVERED,MARIA RODRIGUEZ, 4/27/2021, 4/27/2021,Profit/Loss Report
129,1115653-01,10,,15.0,5.0,JOE WYSON/HOUSE, 5/02/2021,FLEXCO,FLEXCON,NEW YORK,US,SINGAPORE,SG,13076.0,"4,749.15","2,042.30","4,749.15",SAILED,MARIA RODRIGUEZ, 5/02/2021, 5/02/2021,Vessel Departure
130,1115654-01,10,,15.0,5.0,JOE WYSON/HOUSE, 4/28/2021,DARGLO16,DART GLOBAL LOGISTICS PVT LTD,CHARLESTON,US,COLOMBO,LK,226.799,0,0,0,OPEN,PHYLLIS POMER,  /  /    ,  /  /    ,File Opened
131,1115655-01,10,,15.0,5.0,JOE WYSON/HOUSE, 4/21/2021,FLEGLE01,FLEXCON GLENROTHES FINISHING,PORTLAND,US,IMMINGHAM,GB,13037.998,"4,471.00","1,341.00","4,571.00",DELIVERED,MARIA RODRIGUEZ, 4/21/2021, 4/21/2021,Delivered Date
132,1115656-01,10,,15.0,5.0,JOE WYSON/HOUSE, 4/24/2021,DARGLO16,DART GLOBAL LOGISTICS PVT LTD,NEW JERSEY,US,COLOMBO,LK,261.73,388.78,184.8,388.78,ARRIVED DESTINATION PORT,MARIA RODRIGUEZ, 4/24/2021, 4/24/2021,Vessel Unloaded
133,1115657-01,10,,15.0,5.0,JOE WYSON/HOUSE, 4/23/2021,LIFBRA,LIFETIME BRANDS,LONG BEACH,US,AUCKLAND,NZ,996.099,"1,757.81",480.5,"1,757.81",ARRIVED DESTINATION PORT,MARIA RODRIGUEZ, 5/28/2021, 5/28/2021,Profit/Loss Report
134,1115658-01,10,,15.0,5.0,JOE WYSON/HOUSE, 4/21/2021,FLEGLE01,FLEXCON GLENROTHES FINISHING,PORTLAND,US,IMMINGHAM,GB,10728.93,"4,087.50",957.5,"4,187.50",DELIVERED,PHYLLIS POMER, 4/21/2021, 4/21/2021,Vessel Arrival
135,1115659-01,10,,15.0,5.0,JOE WYSON/HOUSE, 4/25/2021,ELEFOR01,"ELECTRONICS FOR IMAGING, INC.",NEW JERSEY,US,ASHDOD,IL,560.646,"1,261.94",339.85,"1,261.94",DELIVERED,MARIA RODRIGUEZ, 4/25/2021, 7/02/2021,Profit/Loss Report
136,1115660-01,10,,15.0,5.0,JOE WYSON/HOUSE, 5/11/2021,COLCHA01,COLD CHAIN TECHNOLOGIES LLC,SAVANNAH,US,COLON,PA,12261.634,"3,220.00",745.5,"3,220.00",ARRIVED DESTINATION PORT,MARIA RODRIGUEZ, 5/11/2021, 5/11/2021,Vessel Unloaded
137,1115661-01,10,,15.0,33.0,Elaine Dresios, 4/28/2021,JHJINT28,JHJ INTERNATIONAL TRANSPORTATION CO,NEW YORK,US,SHANGHAI,CN,6227.887,"3,375.60",878.69,"3,375.60",ARRIVED DESTINATION PORT,MARIA RODRIGUEZ, 4/28/2021, 4/28/2021,Vessel Unloaded
138,1115662-01,10,,15.0,28.0,JODI O, 4/25/2021,WEBIND03,WEB INDUSTRIES INC.,"BOSTON, MA",US,DUBLIN,IE,5871.36,-25,"-2,304.00",0,SAILED,PHYLLIS POMER, 4/25/2021,  /  /    ,Vessel Unloaded
139,1115663-01,10,,15.0,5.0,JOE WYSON/HOUSE, 5/12/2021,DARGLO16,DART GLOBAL LOGISTICS PVT LTD,NEW JERSEY,US,COLOMBO,LK,118.0,634.39,354.95,634.39,ARRIVED DESTINATION PORT,PHYLLIS POMER, 5/09/2021, 5/09/2021,Vessel Unloaded
140,1115663-02,10,,15.0,5.0,JOE WYSON/HOUSE, 5/12/2021,DARGLO16,DART GLOBAL LOGISTICS PVT LTD,NEW JERSEY,US,COLOMBO,LK,45.0,680.39,617.39,680.39,ARRIVED DESTINATION PORT,PHYLLIS POMER, 5/09/2021, 5/12/2021,Vessel Unloaded
141,1115664-01,10,,15.0,5.0,JOE WYSON/HOUSE, 5/04/2021,ELEFOR01,"ELECTRONICS FOR IMAGING, INC.",NORFOLK,US,ROTTERDAM,NL,2322.417,"3,073.73",583.29,"3,088.73",DELIVERED,MARIA RODRIGUEZ, 5/04/2021, 6/02/2021,Delivered Date
142,1115665-01,10,,15.0,,, 6/03/2021,HYDGLO01,HYDROW GLOBAL LIMITED,NEW JERSEY,US,LIVERPOOL,GB,1622.97,"7,115.01","2,239.32","7,115.01",DELIVERED,PHYLLIS POMER, 4/25/2021, 4/25/2021,Delivered Date
143,1115666-01,10,,15.0,5.0,JOE WYSON/HOUSE, 5/13/2021,ELEFOR01,"ELECTRONICS FOR IMAGING, INC.",NEW YORK,US,FELIXSTOWE,GB,9654.359,"4,765.00","1,410.54","4,765.00",ARRIVED DESTINATION PORT,PHYLLIS POMER, 5/13/2021, 5/13/2021,Vessel Unloaded
144,1115667-01,10,,15.0,36.0,VALERIE KOEN, 5/07/2021,WELLPE01,WELLPET LLC,NEW YORK,US,TAURANGA,NZ,12981.91,"5,309.00",964,"5,309.00",ARRIVED DESTINATION PORT,MARIA RODRIGUEZ, 5/07/2021, 5/19/2021,Vessel Unloaded
145,1115668-01,10,,15.0,5.0,JOE WYSON/HOUSE, 4/27/2021,FLEGLE01,FLEXCON GLENROTHES FINISHING,PORTLAND,US,IMMINGHAM,GB,11243.0,"4,471.00","1,241.00","4,571.00",DELIVERED,MARIA RODRIGUEZ, 4/27/2021, 4/30/2021,Profit/Loss Report
146,1115669-01,10,,15.0,36.0,VALERIE KOEN, 5/27/2021,WELLPE01,WELLPET LLC,NORFOLK,US,MELBOURNE,AU,18285.357,"4,787.00","1,338.50","4,787.00",SAILED,MARIA RODRIGUEZ, 5/27/2021, 5/27/2021,Loaded on Vessel
147,1115670-01,10,,15.0,5.0,JOE WYSON/HOUSE, 4/29/2021,ELEFOR01,"ELECTRONICS FOR IMAGING, INC.",NEW YORK,US,ROTTERDAM,NL,1153.0,"4,796.90","1,679.09","4,821.90",DELIVERED,MARIA RODRIGUEZ, 4/29/2021, 4/29/2021,Empty Return
148,1115671-01,10,,15.0,5.0,JOE WYSON/HOUSE, 5/04/2021,ELEFOR01,"ELECTRONICS FOR IMAGING, INC.",NEW YORK,US,ASHDOD,IL,12002.0,0,"-5,354.78",0,ARRIVED DESTINATION PORT,MARIA RODRIGUEZ, 5/04/2021, 5/04/2021,Empty Return
149,1115672-01,10,,15.0,5.0,JOE WYSON/HOUSE, 5/03/2021,EFIVUT,ELECTRONICS FOR IMAGING INC,NEW YORK,US,VALENCIA,ES,1317.699,"4,380.00","2,206.60",0,DELIVERED,PHYLLIS POMER, 5/03/2021, 5/03/2021,Profit/Loss Report
150,1115673-01,10,,15.0,9999.0,AGENTS, 5/10/2021,DARGLO30,DART GLOBAL LOGISTICS (THAI) CO. LT,NEW JERSEY,US,BANGKOK,TH,128.368,480,307.75,480,ARRIVED DESTINATION PORT,PHYLLIS POMER, 5/07/2021, 5/07/2021,Delivered Date
151,1115674-01,10,,15.0,5.0,JOE WYSON/HOUSE, 5/12/2021,COLCHA01,COLD CHAIN TECHNOLOGIES LLC,PORTLAND,AU,ROTTERDAM,NL,4158.578,"8,074.00","2,612.16","8,124.00",DELIVERED,PHYLLIS POMER, 5/12/2021, 5/12/2021,Delivered Date
152,1115675-01,10,,15.0,5.0,JOE WYSON/HOUSE, 5/13/2021,ELEFOR01,"ELECTRONICS FOR IMAGING, INC.",NEW YORK,US,FELIXSTOWE,GB,4148.598,0,0,0,ARRIVED DESTINATION PORT,PHYLLIS POMER,  /  /    ,  /  /    ,Vessel Unloaded
153,1115676-01,10,,15.0,33.0,Elaine Dresios, 5/16/2021,JHJINT28,JHJ INTERNATIONAL TRANSPORTATION CO,NEW YORK,US,SHANGHAI,CN,6046.448,"4,169.60",804.6,"4,169.60",CONFIRMED ON BOARD,PHYLLIS POMER, 5/16/2021, 6/02/2021,Profit/Loss Report
154,1115677-01,10,,15.0,5.0,JOE WYSON/HOUSE, 5/31/2021,ELEFOR01,"ELECTRONICS FOR IMAGING, INC.",NORFOLK,US,JOHANNESBURG,ZA,943.482,0,-806.89,0,SAILED,MARIA RODRIGUEZ, 5/19/2021,  /  /    ,Vessel Departure
155,1115678-01,10,,15.0,5.0,JOE WYSON/HOUSE, 5/12/2021,DARGLO16,DART GLOBAL LOGISTICS PVT LTD,NEW JERSEY,US,COLOMBO,LK,1640.21,"1,773.54",529.91,"1,773.54",ARRIVED DESTINATION PORT,MARIA RODRIGUEZ, 5/12/2021, 5/12/2021,Ocean Export Invoice Printed
156,1115679-01,10,,15.0,5.0,JOE WYSON/HOUSE, 5/31/2021,ELEFOR01,"ELECTRONICS FOR IMAGING, INC.",NORFOLK,US,DURBAN,ZA,582.419,0,-433.26,0,SAILED,MARIA RODRIGUEZ, 5/19/2021,  /  /    ,Vessel Departure
157,1115680,10,,15.0,5.0,JOE WYSON/HOUSE, 4/30/2021,IHEADI01,I-HEALTH INC,PORT EVERGLADES,US,SANTOS,BR,0.0,50,50,50,OPEN,STEPHEN TRASK, 4/30/2021, 4/30/2021,File Opened
158,1115681-01,10,,15.0,5.0,JOE WYSON/HOUSE, 5/05/2021,FLEGLE01,FLEXCON GLENROTHES FINISHING,PORTLAND,US,IMMINGHAM,GB,11306.359,"4,087.50","1,207.50","4,187.50",DELIVERED,PHYLLIS POMER, 5/05/2021, 5/05/2021,Profit/Loss Report
159,1115682-01,10,,15.0,28.0,JODI O, 5/05/2021,BREWAL01,BREWSTER WALLPAPER CORP,PORTLAND,AU,IMMINGHAM,GB,14866.642,"3,720.00","1,376.89","3,745.00",DELIVERED,MARIA RODRIGUEZ, 5/05/2021, 5/05/2021,Profit/Loss Report
160,1115683-01,10,,15.0,28.0,JODI O, 5/10/2021,GEMGRA,GEM GRAVURE CO INC,NEW JERSEY,US,HAMBURG,DE,419.577,820.75,385.07,820.75,ARRIVED DESTINATION PORT,MARIA RODRIGUEZ, 5/10/2021, 5/10/2021,Vessel Unloaded
161,1115684-01,10,,15.0,5.0,JOE WYSON/HOUSE, 5/10/2021,NECENE01,"NEC ENERGY SOLUTIONS, INC",NEW JERSEY,US,HAMBURG,DE,114.0,0,-267.2,0,ARRIVED DESTINATION PORT,MARIA RODRIGUEZ, 5/10/2021, 5/10/2021,Vessel Unloaded
162,1115685-01,10,,15.0,5.0,JOE WYSON/HOUSE, 5/18/2021,FLECON01,FLEXCON CONVERTING INC.,NEW YORK,US,SINGAPORE,SG,9757.325,"3,183.50","1,151.65","3,183.50",CONFIRMED ON BOARD,MARIA RODRIGUEZ, 5/18/2021, 5/18/2021,Profit/Loss Report
163,1115686,10,,15.0,,, 5/17/2021,TRAPRO01,TRANSPORTES PROGRESO,"BOSTON, MA",US,SANTO TOMAS DE CASTILLA,GT,2190.874,"2,589.00",520,"2,589.00",ARRIVED DESTINATION PORT,PHYLLIS POMER, 5/17/2021, 5/17/2021,Empty Return
164,1115687-01,10,,15.0,5.0,JOE WYSON/HOUSE, 6/19/2021,3SFAB01,3S FABRICATIONS (PVT) LTD,NEW JERSEY,US,COLOMBO,LK,1685.566,"2,055.21",672.65,"2,055.21",SAILED,MARIA RODRIGUEZ, 6/19/2021, 6/19/2021,Vessel Departure
165,1115688-01,10,,15.0,5.0,JOE WYSON/HOUSE, 5/20/2021,ELEFOR01,"ELECTRONICS FOR IMAGING, INC.",NEW JERSEY,US,GENOA,IT,1724.122,"5,111.92",977.76,"5,111.92",DELIVERED,MARIA RODRIGUEZ, 5/20/2021, 6/22/2021,Profit/Loss Report
166,1115689-01,10,,15.0,36.0,VALERIE KOEN, 5/21/2021,WELLPE01,WELLPET LLC,NORFOLK,US,MELBOURNE,AU,19692.846,"4,787.00","1,218.25","4,787.00",CONFIRMED ON BOARD,PHYLLIS POMER, 5/20/2021, 5/21/2021,Loaded on Vessel
167,1115691-01,10,,15.0,9999.0,AGENTS, 5/30/2021,RAPLOG01,RAPID LOGISTICS,NORFOLK,US,ROTTERDAM,NL,768.847,"1,370.93",684.01,"1,370.93",ARRIVED DESTINATION PORT,MARIA RODRIGUEZ, 5/30/2021, 5/30/2021,Vessel Unloaded
168,1115692-01,10,,15.0,9999.0,AGENTS, 5/12/2021,SENINT21,SENATOR INTERNATIONAL LOGISTICA,NEW YORK,US,SANTOS,BR,134.0,723.1,500.1,723.1,ARRIVED DESTINATION PORT,PHYLLIS POMER, 5/11/2021, 5/12/2021,Profit/Loss Report
169,1115693-01,10,,15.0,9999.0,AGENTS, 5/06/2021,SENINT17,SENATOR INTERNATIONAL SPEDITION GMB,NEW YORK,US,HAMBURG,DE,8440.9,250,175,250,ARRIVED DESTINATION PORT,PHYLLIS POMER, 5/06/2021, 5/06/2021,Empty Return
170,1115694-01,10,,15.0,5.0,JOE WYSON/HOUSE, 5/27/2021,FLEASI01,FLEXCON ASIA LIMTED,NEW YORK,US,HONG KONG,HK,13133.0,"3,012.50",622.5,"3,037.50",SAILED,MARIA RODRIGUEZ, 5/27/2021, 5/27/2021,Loaded on Vessel
171,1115695-01,10,,15.0,5.0,JOE WYSON/HOUSE, 5/15/2021,ELEFOR01,"ELECTRONICS FOR IMAGING, INC.",PHILADELPHIA,US,SYDNEY,AU,131.542,0,-339.1,0,ARRIVED DESTINATION PORT,MARIA RODRIGUEZ, 5/15/2021, 5/15/2021,Vessel Unloaded
172,1115696-01,10,,15.0,5.0,JOE WYSON/HOUSE, 5/19/2021,FLEXCO,FLEXCON,NEW YORK,US,ROTTERDAM,NL,342.919,"2,120.87","1,865.67","2,120.87",ARRIVED DESTINATION PORT,PHYLLIS POMER, 5/19/2021, 5/19/2021,Vessel Unloaded
173,1115697-01,10,,15.0,5.0,JOE WYSON/HOUSE, 6/14/2021,COLCHA01,COLD CHAIN TECHNOLOGIES LLC,PORT EVERGLADES,US,RIO HAINA,DO,2150.957,"4,285.41",501.13,"4,285.41",ARRIVED DESTINATION PORT,PHYLLIS POMER, 6/14/2021, 6/14/2021,Delivered Date
